Name,Pd,Pf,Prec,F1,G,AUC
xalan,45,50,83,58,47,55
wct,27,50,75,40,36,39
fitlibraryforfitnesse,27,50,75,40,36,41
aoi,9,0,100,16,30,55
xerces,63,100,77,70,0,18
drjava,0,50,0,0,0,0
mvnforum,0,0,0,0,0,64
itext,0,0,0,0,0,50
hsqldb,0,0,0,0,0,50
galleon,100,100,84,91,0,50
