Name,Pd,Pf,Prec,F1,G,AUC
drjava,100,28,50,66,84,86
wct,100,42,40,57,75,79
xalan,100,71,28,44,53,64
xerces,100,85,25,40,37,56
freecol,100,100,22,36,0,50
aoi,100,100,22,36,0,50
jpf,0,28,0,0,0,36
itext,100,100,22,36,0,50
fitjava,0,0,0,0,0,50
hsqldb,100,100,22,36,0,50
galleon,50,100,12,20,0,25
