Name,Pd,Pf,Prec,F1,G,AUC
wct,100,0,100,100,100,100
mvnforum,61,0,100,76,78,81
xalan,100,50,92,96,70,75
jpf,30,0,100,47,55,65
freecol,100,100,86,92,0,50
xerces,100,100,86,92,0,50
drjava,92,100,85,88,0,46
aoi,100,100,86,92,0,50
itext,100,100,86,92,0,50
fitjava,0,0,0,0,0,50
galleon,92,100,85,88,0,46
