Name,Pd,Pf,Prec,F1,G,AUC
jpf,83,33,71,76,74,75
mvnforum,66,66,50,57,47,50
wct,100,83,54,70,40,57
drjava,100,83,54,70,40,57
galleon,100,83,54,70,40,57
freecol,100,100,50,66,0,50
xerces,100,100,50,66,0,50
xalan,100,100,50,66,0,50
aoi,100,100,50,66,0,50
fitjava,0,0,0,0,0,50
hsqldb,100,100,50,66,0,50
