Name,Pd,Pf,Prec,F1,G,AUC
wct,100,0,100,100,100,100
itext,100,0,100,100,100,100
galleon,100,0,100,100,100,100
xalan,100,50,87,93,70,75
drjava,85,50,85,85,65,64
jpf,85,50,85,85,65,68
mvnforum,28,0,100,44,53,64
freecol,100,100,77,87,0,50
xerces,100,100,77,87,0,50
fitjava,0,0,0,0,0,50
hsqldb,100,100,77,87,0,50
