Name,Pd,Pf,Prec,F1,G,AUC
drjava,100,12,85,92,93,94
jpf,100,12,85,92,93,94
wct,100,25,75,85,86,88
xerces,100,25,75,85,86,88
xalan,100,25,75,85,86,88
itext,100,75,50,66,50,63
mvnforum,33,37,40,36,45,48
freecol,100,100,42,60,0,50
aoi,100,100,42,60,0,50
fitjava,0,0,0,0,0,50
hsqldb,100,100,42,60,0,50
