Name,Pd,Pf,Prec,F1,G,AUC
drjava,100,50,40,57,70,75
mvnforum,100,50,40,57,70,75
wct,100,83,28,44,40,57
galleon,100,83,28,44,40,57
freecol,100,100,25,40,0,50
xerces,100,100,25,40,0,50
xalan,100,100,25,40,0,50
aoi,100,100,25,40,0,50
itext,100,100,25,40,0,50
fitjava,0,0,0,0,0,50
hsqldb,100,100,25,40,0,50
