Name,Pd,Pf,Prec,F1,G,AUC
mvnforum,75,0,100,85,86,88
wct,100,40,66,80,77,80
galleon,75,20,75,75,77,73
jpf,75,40,60,66,67,68
xalan,100,60,57,72,63,70
xerces,100,80,50,66,44,60
itext,100,80,50,66,44,60
freecol,100,100,44,61,0,50
aoi,100,100,44,61,0,50
fitjava,0,0,0,0,0,50
hsqldb,100,100,44,61,0,50
