Name,Pd,Pf,Prec,F1,G,AUC
xalan,33,0,100,50,57,75
galleon,100,83,37,54,40,72
wct,0,0,0,0,0,78
xerces,0,0,0,0,0,78
drjava,0,0,0,0,0,83
aoi,0,0,0,0,0,81
exoportal,100,100,33,50,0,22
mvnforum,100,100,33,50,0,25
itext,0,0,0,0,0,72
hsqldb,0,0,0,0,0,50
