Name,Pd,Pf,Prec,F1,G,AUC
sunflow,58,40,77,66,59,62
wct,66,60,72,69,51,53
emma,25,20,75,37,44,53
nekohtml,8,0,100,15,28,52
mvnforum,0,0,0,0,0,50
itext,100,100,70,82,0,50
xmojo,0,0,0,0,0,50
jhotdraw,0,0,0,0,0,50
hsqldb,100,100,70,82,0,50
jasml,0,0,0,0,0,50
galleon,100,100,70,82,0,50
