Name,Pd,Pf,Prec,F1,G,AUC
wct,100,0,100,100,100,100
xerces,100,0,100,100,100,100
xalan,100,0,100,100,100,100
aoi,100,0,100,100,100,100
galleon,100,0,100,100,100,100
drjava,92,0,100,96,96,100
itext,92,0,100,96,96,100
mvnforum,84,0,100,91,91,100
jpf,76,0,100,86,87,100
fitjava,53,0,100,70,73,100
freecol,100,50,92,96,70,100
