Name,Pd,Pf,Prec,F1,G,AUC
wct,100,0,100,100,100,100
xerces,100,0,100,100,100,100
xalan,100,0,100,100,100,100
aoi,100,0,100,100,100,100
jpf,100,0,100,100,100,100
hsqldb,100,0,100,100,100,100
galleon,100,0,100,100,100,100
freecol,100,42,40,57,75,100
drjava,50,0,100,66,70,100
itext,0,0,0,0,0,93
fitjava,0,0,0,0,0,100
