Name,Pd,Pf,Prec,F1,G,AUC
freecol,100,0,100,100,100,100
wct,100,0,100,100,100,100
xerces,100,0,100,100,100,100
aoi,100,0,100,100,100,100
hsqldb,100,0,100,100,100,100
xalan,83,0,100,90,91,100
drjava,83,0,100,90,91,100
jpf,83,0,100,90,91,100
mvnforum,83,0,100,90,91,100
itext,33,0,100,50,57,100
fitjava,33,0,100,50,57,100
