Name,Pd,Pf,Prec,F1,G,AUC
wct,100,0,100,100,100,100
nekohtml,100,0,100,100,100,100
itext,100,0,100,100,100,100
galleon,100,0,100,100,100,100
mvnforum,100,25,88,94,86,100
jhotdraw,75,0,100,85,86,92
xmojo,62,0,100,76,79,100
emma,50,0,100,66,70,100
aoi,50,0,100,66,70,100
jasml,100,50,80,88,70,91
sunflow,25,0,100,40,50,100
