Name,Pd,Pf,Prec,F1,G,AUC
wct,100,28,60,75,84,100
mvnforum,100,28,60,75,84,100
hsqldb,100,28,60,75,84,81
jasml,66,42,40,50,61,71
itext,33,0,100,50,57,74
xmojo,33,0,100,50,57,90
jhotdraw,33,0,100,50,57,90
sunflow,33,0,100,50,57,95
emma,33,28,33,33,48,67
nekohtml,33,28,33,33,48,71
aoi,0,0,0,0,0,76
