Name,Pd,Pf,Prec,F1,G,AUC
emma,66,20,88,76,73,76
itext,83,40,83,83,70,81
jasml,50,0,100,66,70,84
nekohtml,41,0,100,58,64,87
galleon,91,80,73,81,42,71
sunflow,8,0,100,15,28,72
wct,100,100,70,82,0,62
mvnforum,0,20,0,0,0,17
xmojo,0,0,0,0,0,26
jhotdraw,0,0,0,0,0,35
hsqldb,100,100,70,82,0,55
