Name,Pd,Pf,Prec,F1,G,AUC
wct,40,25,66,50,54,53
itext,20,0,100,33,44,53
fitlibraryforfitnesse,20,25,50,28,38,33
galleon,60,75,50,54,38,35
xerces,0,25,0,0,0,28
xalan,0,25,0,0,0,20
drjava,0,25,0,0,0,60
aoi,0,25,0,0,0,30
exoportal,80,100,50,61,0,55
hsqldb,0,0,0,0,0,20
