Name,Pd,Pf,Prec,F1,G,AUC
emma,55,14,90,68,69,64
galleon,66,42,80,72,61,62
nekohtml,38,14,87,53,57,62
jhotdraw,88,85,72,80,35,52
aoi,50,100,56,52,0,25
mvnforum,100,100,72,83,0,50
itext,100,100,72,83,0,50
xmojo,0,0,0,0,0,50
sunflow,0,0,0,0,0,50
hsqldb,100,100,72,83,0,50
jasml,100,100,72,83,0,50
