Name,Pd,Pf,Prec,F1,G,AUC
aoi,100,50,40,57,70,75
galleon,100,50,40,57,70,75
wct,100,66,33,50,57,67
nekohtml,50,33,33,40,57,42
emma,50,83,16,25,28,33
mvnforum,100,100,25,40,0,50
itext,100,100,25,40,0,50
xmojo,0,0,0,0,0,50
sunflow,0,0,0,0,0,50
hsqldb,100,100,25,40,0,50
jasml,100,100,25,40,0,50
