Name,Pd,Pf,Prec,F1,G,AUC
jhotdraw,100,37,75,85,79,81
nekohtml,77,25,77,77,76,76
galleon,100,50,69,81,70,75
emma,77,87,50,60,31,45
wct,100,100,52,69,0,50
mvnforum,100,100,52,69,0,50
itext,100,100,52,69,0,50
xmojo,0,0,0,0,0,50
sunflow,0,0,0,0,0,50
hsqldb,100,100,52,69,0,50
jasml,100,100,52,69,0,50
