Name,Pd,Pf,Prec,F1,G,AUC
galleon,100,25,33,50,86,88
emma,100,37,25,40,79,81
wct,100,37,25,40,79,81
nekohtml,100,37,25,40,79,81
aoi,100,100,11,20,0,63
mvnforum,100,100,11,20,0,50
itext,100,100,11,20,0,50
xmojo,0,0,0,0,0,50
jhotdraw,0,0,0,0,0,50
hsqldb,100,100,11,20,0,50
jasml,100,100,11,20,0,50
