Name,Pd,Pf,Prec,F1,G,AUC
wct,100,0,100,100,100,100
xalan,100,0,100,100,100,100
jpf,100,0,100,100,100,100
itext,100,0,100,100,100,100
galleon,100,0,100,100,100,100
xerces,100,20,80,88,89,85
aoi,100,60,57,72,63,100
mvnforum,25,0,100,40,50,80
fitjava,25,0,100,40,50,75
freecol,100,100,44,61,0,60
hsqldb,100,100,44,61,0,20
