Name,Pd,Pf,Prec,F1,G,AUC
xerces,85,0,100,92,92,89
xalan,85,0,100,92,92,100
itext,71,0,100,83,84,71
wct,57,0,100,72,75,100
drjava,57,0,100,72,75,86
galleon,57,0,100,72,75,93
jpf,14,0,100,25,37,79
mvnforum,14,0,100,25,37,39
fitjava,14,0,100,25,37,64
freecol,100,100,77,87,0,86
hsqldb,100,100,77,87,0,43
