Name,Pd,Pf,Prec,F1,G,AUC
xerces,85,0,100,92,92,86
xalan,71,0,100,83,84,71
itext,57,0,100,72,75,56
jpf,28,0,100,44,53,43
mvnforum,14,0,100,25,37,86
fitjava,14,0,100,25,37,71
wct,42,100,75,54,0,43
drjava,42,100,75,54,0,36
aoi,85,100,85,85,0,86
hsqldb,100,100,87,93,0,0
galleon,42,100,75,54,0,28
