Name,Pd,Pf,Prec,F1,G,AUC
xerces,100,16,85,92,91,90
itext,83,0,100,90,91,100
drjava,66,0,100,80,81,100
galleon,66,0,100,80,81,100
wct,83,33,71,76,74,94
jpf,50,0,100,66,70,92
fitjava,33,0,100,50,57,75
mvnforum,16,0,100,28,40,79
freecol,100,100,50,66,0,72
aoi,100,100,50,66,0,61
hsqldb,100,100,50,66,0,11
