Name,Pd,Pf,Prec,F1,G,AUC
xalan,100,0,100,100,100,100
itext,100,0,100,100,100,100
jpf,50,0,100,66,70,100
fitjava,50,0,100,66,70,100
wct,100,57,33,50,65,71
xerces,100,71,28,44,53,86
galleon,50,42,25,33,53,79
drjava,50,57,20,28,46,71
freecol,100,100,22,36,0,56
aoi,100,100,22,36,0,50
hsqldb,100,100,22,36,0,11
