Name,Pd,Pf,Prec,F1,G,AUC
xerces,100,0,100,100,100,100
xalan,100,0,100,100,100,100
wct,100,33,75,85,81,100
jpf,50,0,100,66,70,100
galleon,50,16,75,60,64,92
drjava,50,33,60,54,57,83
mvnforum,33,0,100,50,57,100
fitjava,16,0,100,28,40,65
freecol,100,100,50,66,0,92
aoi,100,100,50,66,0,100
hsqldb,100,100,50,66,0,42
