Name,Pd,Pf,Prec,F1,G,AUC
wct,100,16,66,80,91,92
nekohtml,100,33,50,66,81,92
mvnforum,100,33,50,66,81,92
itext,100,33,50,66,81,100
jasml,100,33,50,66,81,92
galleon,50,0,100,66,70,75
emma,50,16,50,50,64,83
hsqldb,100,66,33,50,57,63
aoi,0,33,0,0,0,4
xmojo,0,0,0,0,0,75
sunflow,0,0,0,0,0,75
