Name,Pd,Pf,Prec,F1,G,AUC
mvnforum,100,33,60,75,81,78
hsqldb,100,33,60,75,81,78
jasml,100,33,60,75,81,83
itext,66,33,50,57,66,83
jhotdraw,33,0,100,50,57,94
galleon,33,0,100,50,57,56
nekohtml,33,16,50,40,52,78
aoi,66,66,33,44,47,67
wct,100,83,37,54,40,100
xmojo,0,0,0,0,0,22
sunflow,0,0,0,0,0,89
