Name,Pd,Pf,Prec,F1,G,AUC
wct,100,42,50,66,75,88
itext,66,42,40,50,61,60
jasml,66,42,40,50,61,67
jhotdraw,33,0,100,50,57,67
emma,33,14,50,40,53,76
mvnforum,66,57,33,44,53,62
nekohtml,0,14,0,0,0,43
aoi,0,71,0,0,0,14
xmojo,0,0,0,0,0,60
sunflow,0,0,0,0,0,50
hsqldb,66,100,22,33,0,33
