Name,Pd,Pf,Prec,F1,G,AUC
mvnforum,33,20,50,40,51,77
sunflow,33,20,50,40,51,87
hsqldb,100,80,42,60,44,20
wct,33,60,25,28,36,40
itext,33,80,20,25,25,23
emma,0,40,0,0,0,43
nekohtml,0,20,0,0,0,10
xmojo,0,0,0,0,0,73
jasml,0,40,0,0,0,17
galleon,0,80,0,0,0,0
