Name,Pd,Pf,Prec,F1,G,AUC
itext,66,33,50,57,66,78
galleon,66,33,50,57,66,44
jasml,33,16,50,40,52,81
wct,0,33,0,0,0,0
nekohtml,0,16,0,0,0,50
mvnforum,0,66,0,0,0,28
xmojo,0,0,0,0,0,28
jhotdraw,0,66,0,0,0,19
sunflow,0,16,0,0,0,11
hsqldb,66,100,25,36,0,50
