Name,Pd,Pf,Prec,F1,G,AUC
itext,100,33,50,66,81,83
galleon,100,33,50,66,81,92
emma,50,16,50,50,64,83
nekohtml,50,16,50,50,64,83
wct,50,33,33,40,57,67
sunflow,50,66,20,28,40,42
mvnforum,0,50,0,0,0,17
xmojo,0,0,0,0,0,8
jhotdraw,0,66,0,0,0,8
hsqldb,100,100,25,40,0,100
