Name,Pd,Pf,Prec,F1,G,AUC
galleon,62,0,100,76,79,73
wct,62,14,83,71,73,61
emma,50,0,100,66,70,85
nekohtml,25,0,100,40,50,74
jasml,25,0,100,40,50,93
sunflow,12,42,25,16,26,21
jhotdraw,12,71,16,14,18,10
mvnforum,0,71,0,0,0,4
xmojo,0,0,0,0,0,4
hsqldb,100,100,53,69,0,21
