Name,Pd,Pf,Prec,F1,G,AUC
jasml,40,0,100,57,63,52
emma,40,40,50,44,48,50
mvnforum,40,40,50,44,48,36
itext,60,60,50,54,48,62
sunflow,20,0,100,33,44,56
hsqldb,80,80,50,61,39,50
wct,20,40,33,25,34,36
nekohtml,0,60,0,0,0,14
xmojo,0,0,0,0,0,42
jhotdraw,0,20,0,0,0,12
